CodeReference;CodeSociete;Annee;Mois;CodeApporteur;CodeEtablissement;CodePole;CodeGenre;ValeurCA
REA;PRO;2009;1;AAS ;EPAR ;PEXP;GFOR;275
REA;PRO;2009;1;ABD ;EPAR ;PEXP;GASS;389
REA;PRO;2009;1;AEG ;EREN ;PFOR;GFOR;690
REA;PRO;2009;1;AFGV;ESOP ;PEXP;GFOR;4219,28161621094
REA;PRO;2009;1;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;1;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;1;AMB ;E001 ;PEXP;GFOR;1871,60498046875
REA;PRO;2009;1;AOL ;EREN ;PEXP;GFOR;1709,80749511719
REA;PRO;2009;1;AOS ;EPAR ;PEXP;GFOR;506,647491455078
REA;PRO;2009;1;AOS ;EPAR ;PFOR;GFOR;500
REA;PRO;2009;1;APH ;EPAR ;PFOR;GFOR;1600
REA;PRO;2009;1;ARB ;E001 ;PEXP;GFOR;7473,50982666016
REA;PRO;2009;2;AAS ;EPAR ;PEXP;GFOR;275
REA;PRO;2009;2;AFGV;ESOP ;PEXP;GFOR;2446,69830322266
REA;PRO;2009;2;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;2;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;2;AMB ;E001 ;PEXP;GFOR;1871,60498046875
REA;PRO;2009;2;AOL ;EREN ;PEXP;GFOR;1709,80749511719
REA;PRO;2009;2;AOS ;EPAR ;PEXP;GFOR;506,647491455078
REA;PRO;2009;2;ARB ;E001 ;PEXP;GFOR;8823,50982666016
REA;PRO;2009;3;AAS ;EPAR ;PEXP;GFOR;275
REA;PRO;2009;3;AFGV;ESOP ;PEXP;GFOR;2446,69830322266
REA;PRO;2009;3;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;3;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;3;AMB ;E001 ;PEXP;GFOR;1871,60498046875
REA;PRO;2009;3;AOL ;EREN ;PEXP;GFOR;1709,80749511719
REA;PRO;2009;3;AOS ;EPAR ;PEXP;GFOR;506,647491455078
REA;PRO;2009;3;ARB ;E001 ;PEXP;GFOR;8823,50982666016
REA;PRO;2009;4;AAS ;EPAR ;PEXP;GFOR;-275
REA;PRO;2009;4;AFGV;ESOP ;PEXP;GFOR;2446,69830322266
REA;PRO;2009;4;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;4;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;4;AMB ;E001 ;PEXP;GFOR;1871,60498046875
REA;PRO;2009;4;AOL ;EREN ;PEXP;GFOR;1709,80749511719
REA;PRO;2009;4;AOS ;EPAR ;PEXP;GFOR;506,647491455078
REA;PRO;2009;4;ARB ;E001 ;PEXP;GFOR;5951,11923217773
REA;PRO;2009;5;AAS ;EPAR ;PEXP;GFOR;-275
REA;PRO;2009;5;AFGV;ESOP ;PEXP;GFOR;2446,69830322266
REA;PRO;2009;5;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;5;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;5;AMB ;E001 ;PEXP;GFOR;1871,60498046875
REA;PRO;2009;5;AOL ;EREN ;PEXP;GFOR;1709,80749511719
REA;PRO;2009;5;ARB ;E001 ;PEXP;GFOR;5429,18832397461
REA;PRO;2009;6;AAS ;EPAR ;PEXP;GFOR;-275
REA;PRO;2009;6;AFGV;ESOP ;PEXP;GFOR;2446,69830322266
REA;PRO;2009;6;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;6;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;6;AMB ;E001 ;PEXP;GFOR;1871,60498046875
REA;PRO;2009;6;AOL ;EREN ;PEXP;GFOR;1709,80749511719
REA;PRO;2009;6;ARB ;E001 ;PEXP;GFOR;2083,30252075195
REA;PRO;2009;7;AAS ;EPAR ;PEXP;GFOR;-275
REA;PRO;2009;7;AFGV;ESOP ;PEXP;GFOR;2426,69830322266
REA;PRO;2009;7;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;7;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;7;AMB ;E001 ;PEXP;GFOR;1871,60498046875
REA;PRO;2009;7;AOL ;EREN ;PEXP;GFOR;1709,80749511719
REA;PRO;2009;7;ARB ;E001 ;PEXP;GFOR;1785,30084228516
REA;PRO;2009;8;AAS ;EPAR ;PEXP;GFOR;-275
REA;PRO;2009;8;AFGV;ESOP ;PEXP;GFOR;2426,69830322266
REA;PRO;2009;8;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;8;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;8;AOL ;EREN ;PEXP;GFOR;895,869140625
REA;PRO;2009;8;ARB ;E001 ;PEXP;GFOR;435,300842285156
REA;PRO;2009;9;AAS ;EPAR ;PEXP;GFOR;-275
REA;PRO;2009;9;AFGV;ESOP ;PEXP;GFOR;2426,69830322266
REA;PRO;2009;9;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;9;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;9;AOL ;EREN ;PEXP;GFOR;895,869140625
REA;PRO;2009;10;AFGV;ESOP ;PEXP;GFOR;2426,69830322266
REA;PRO;2009;10;AJA ;EBDX ;PEXP;GFOR;1685,00830078125
REA;PRO;2009;10;AJA ;ETOU ;PEXP;GFOR;2175,04162597656
REA;PRO;2009;10;AOL ;EREN ;PEXP;GFOR;895,869140625
REA;PRO;2009;11;AFGV;ESOP ;PEXP;GFOR;2426,69830322266
REA;PRO;2009;11;AJA ;EBDX ;PEXP;GFOR;1684,90808105469
REA;PRO;2009;11;AJA ;ETOU ;PEXP;GFOR;2175,14196777344
REA;PRO;2009;11;AOL ;EREN ;PEXP;GFOR;895,869140625
REA;PRO;2009;12;AFGV;ESOP ;PEXP;GFOR;1522,05749511719
REA;PRO;2010;1;AFGV;ESOP ;PEXP;GFOR;617,416687011719
REA;SYN;2008;1;AAS ;ESYN ;PEXP;GASS;99015,8202514648
REA;SYN;2008;1;AGJ ;ESYN ;PEXP;GASS;4095
REA;SYN;2008;1;AOS ;ESYN ;PEXP;GASS;49614,349609375
REA;SYN;2008;1;APW ;ESYN ;PEXP;GASS;79146
REA;SYN;2008;2;AAS ;ESYN ;PEXP;GASS;92449,1496963501
REA;SYN;2008;2;AGJ ;ESYN ;PEXP;GASS;3900
REA;SYN;2008;2;AOS ;ESYN ;PEXP;GASS;45900
REA;SYN;2008;2;APW ;ESYN ;PEXP;GASS;63470
REA;SYN;2008;3;AAS ;ESYN ;PEXP;GASS;80520,5701904297
REA;SYN;2008;3;AGJ ;ESYN ;PEXP;GASS;9120
REA;SYN;2008;3;AOS ;ESYN ;PEXP;GASS;44820
REA;SYN;2008;3;APW ;ESYN ;PEXP;GASS;60420
REA;SYN;2008;4;AAS ;ESYN ;PEXP;GASS;61741,9699707031
REA;SYN;2008;4;AGJ ;ESYN ;PEXP;GASS;10020
REA;SYN;2008;4;AOS ;ESYN ;PEXP;GASS;47880
REA;SYN;2008;4;APW ;ESYN ;PEXP;GASS;39344,2802734375
REA;SYN;2008;5;AAS ;ESYN ;PEXP;GASS;51106,3598632813
REA;SYN;2008;5;AOS ;ESYN ;PEXP;GASS;34640
REA;SYN;2008;5;APW ;ESYN ;PEXP;GASS;21280
REA;SYN;2008;6;AAS ;ESYN ;PEXP;GASS;57575,7299804688
REA;SYN;2008;6;AGJ ;ESYN ;PEXP;GASS;6600
REA;SYN;2008;6;AOS ;ESYN ;PEXP;GASS;38160
REA;SYN;2008;6;APW ;ESYN ;PEXP;GASS;22890
REA;WIZ;2008;6;AEB ;ECAR ;PDVP;GFOR;6500
REA;WIZ;2008;7;AEB ;ECAR ;PDVP;GFOR;80
REA;WIZ;2008;7;AEB ;ECAR ;PDVP;GIFD;15000
REA;WIZ;2008;8;AEB ;ECAR ;PDVP;GFOR;7780
REA;WIZ;2008;9;AEB ;ECAR ;PDVP;GFOR;80
